"UNC_Marchetti_diatom_cultures_all_LOBSTAHS_IDs_pos.csv, lipids identified in West Antarctic diatom isolates provided by A. Marchetti and C. Moreno, University of North Carolina",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Identifications were made by J. Collins, james.r.collins@aya.yale.edu, using v1.1.1 of the LOBSTAHS lipidomics software package for R",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Values in columns 14-22 of this speadsheet are raw chromatographic peak areas; the .xlsx file UNC_Marchetti_diatom_cultures_IP-DAG_pmol_totals.xlsx contains mass data for unoxidized IP-DAG obtained using authentic standards,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,match_ID,compound_name,elem_formula,LOBdbase_mz,peakgroup_mz,LOBdbase_ppm_match,peakgroup_rt,peakgroup_mzmin,peakgroup_mzmax,peakgroup_rtmin,peakgroup_rtmax,cultures,QC,Marchetti_diatom_culture_extract_A_act_1_QE002909,Marchetti_diatom_culture_extract_A_act_2_QE002910,Marchetti_diatom_culture_extract_Ch_sp_DNA_QE002911,Marchetti_diatom_culture_extract_F_cyl_1_QE002907,Marchetti_diatom_culture_extract_F_cyl_1_QE002908,Marchetti_diatom_culture_extract_Thalass_1_QE002905,Marchetti_diatom_culture_extract_Thalass_2_QE002906,QC_QE002903,QC_QE002915,xcms_peakgroup,CAMERA_pseudospectrum,LOBdbase_frag_ID,LOBdbase_exact_parent_neutral_mass,lipid_class,species,major_adduct,FA_total_no_C,FA_total_no_DB,degree_oxidation,C1,C1x,C2a,C2b,C3c,C3f,C3r,C4,C5,C6a,C6b,casecodes,iso_C3r.match_ID,iso_C3f.match_ID,iso_C3c.match_ID,ms2_conf,ms2_present,neg_mode.conf,rm.flag_auto
1451,257,DGTS_DGTA 47:3 +4O,C57H105N1O11,980.7760405,980.7758825,0.161036938,1139.168666,980.7756468,980.7957594,1127.465414,1140.432676,7,0,25442758.59,29831650.08,31594363.75,13188306.84,37477334.61,4409905.046,1481687.698,0,0,21551,12,18946,979.768764,IP_DAG,DGTS_DGTA,[M+H]+,47,3,4,1,0,0,0,0,1,0,0,0,0,0,C1; C3f,,"256, 257, 258",,NA,0,0,1
1452,258,MGDG 48:4 +1O,C57H102O11,980.7760405,980.7758825,0.161036938,1139.168666,980.7756468,980.7957594,1127.465414,1140.432676,7,0,25442758.59,29831650.08,31594363.75,13188306.84,37477334.61,4409905.046,1481687.698,0,0,21551,12,56660,962.7422149,IP_DAG,MGDG,[M+NH4]+,48,4,1,1,0,0,0,0,1,0,0,0,0,0,C1; C3f,,"256, 257, 258",,NA,0,1,1
154,259,PC 48:8 +4O,C56H96N1O12P1,1006.674291,1006.672268,2.010074254,1145.983717,1006.671884,1006.672652,1145.217329,1146.750104,2,0,150864.6777,75657.98153,187626.3081,0,186172.5885,4433902.829,5193951.083,0,0,22517,12,40422,1005.667015,IP_DAG,PC,[M+H]+,48,8,4,1,0,0,0,0,0,1,0,0,0,0,C1; C3r,"62, 259",,,NA,0,0,1
1613,260,TAG 66:12 +1O,C69H110O7,1068.858982,1068.858975,0.007182084,1138.654925,1068.858535,1068.859444,1136.913665,1140.02044,6,0,25841620.16,23743338.48,16821003.27,319116.9544,783886.1576,14958118.14,14265753.57,0,0,24516,12,73387,1050.825157,TAG,TAG,[M+NH4]+,66,12,1,1,0,0,0,0,0,0,0,0,0,0,C1,,,,NA,NA,0,1
163,261,TAG 66:13 +2O,C69H108O8,1082.838247,1082.838642,-0.36471201,1141.886429,1082.8385,1082.838783,1141.396488,1142.376369,2,0,59122.23854,229626.5789,3053676.398,0,0,6580661.224,2755034.267,0,0,24885,12,73429,1064.804421,TAG,TAG,[M+NH4]+,66,13,2,1,0,0,0,0,0,1,0,0,0,0,C1; C3r,"261, 3995",,,NA,NA,0,1
1117,262,TAG 44:1,C47H88O6,766.6919168,766.6920323,-0.150645903,1187.529253,766.691673,766.6926123,1185.804388,1190.829935,7,2,167301220.9,153062818.9,225758386.5,160868387,324154190.8,240520078.9,192493920.4,979299.6846,740945.301,10943,13,61585,748.6580912,TAG,TAG,[M+NH4]+,44,1,0,0,0,0,1,0,0,0,0,0,0,0,C2b,,,,NA,NA,0,1
214,263,TAG 46:2,C49H90O6,792.7075669,792.7077505,-0.231540098,1187.640493,792.7070129,792.7082721,1187.250251,1191.712122,7,2,1295697960,1203731714,1809730368,586666492.6,1130478040,1258877784,1006053872,1354852.674,3144249.627,12067,13,62460,774.6737413,TAG,TAG,[M+NH4]+,46,2,0,0,0,1,0,0,0,0,0,0,0,0,C2a,,,,NA,NA,0,1
333,264,TAG 48:3,C51H92O6,818.723217,818.7231204,0.117966439,1187.640493,818.7228256,818.7235492,1186.537665,1189.588127,7,2,2252781540,2086942207,4826738329,491937024.5,937957499.5,2537634567,2033760833,3662774.227,229420177.7,13325,13,63405,800.6893914,TAG,TAG,[M+NH4]+,48,3,0,0,0,1,0,0,0,0,0,0,0,0,C2a,,,,NA,NA,0,1
921,265,TAG 68:12 +2O,C71H114O8,1112.885197,1112.885346,-0.133951457,1187.8059,1112.884764,1112.885519,1182.69207,1190.221941,6,0,3882876.319,3303903.871,66015412.35,51676.27317,730380.5401,27663079.38,24892585.54,0,0,25630,13,74584,1094.851372,TAG,TAG,[M+NH4]+,68,12,2,0,0,0,1,0,0,0,0,0,0,0,C2b,,,,NA,NA,0,1
90,266,TAG 66:11 +2O,C69H112O8,1086.869547,1086.869488,0.05418444,1186.751946,1086.868152,1086.870139,1183.664263,1196.518914,6,0,2484837.625,2728016.278,34755609.31,415763.4919,2978080.756,30361745.5,24062641.57,0,0,24985,13,73359,1068.835721,TAG,TAG,[M+NH4]+,66,11,2,0,0,0,1,0,0,0,0,0,0,0,C2b,,,,NA,NA,0,1
10,267,TAG 42:0,C45H86O6,740.6762668,740.6762197,0.063498027,1187.405016,740.6757961,740.6764519,1185.311928,1189.503325,7,2,1865105.771,1712729.723,754361.6018,5224586.349,6981356.224,21323131.17,17212025.75,1099030.226,1197670.141,9927,13,60780,722.6424412,TAG,TAG,[M+NH4]+,42,0,0,1,0,0,0,0,0,0,0,0,0,0,C1,,,,NA,NA,0,1
673,268,TAG 53:3,C56H102O6,888.8014674,888.8011773,0.32638349,1187.405016,888.8010285,888.8020261,1185.804388,1189.792921,3,0,1301060.38,1268931.441,4273975.47,73318.41363,458490.8391,1966028.375,977346.6232,0,0,17088,13,65820,870.7676418,TAG,TAG,[M+NH4]+,53,3,0,1,0,0,0,0,0,1,0,0,0,0,C1; C3r,"268, 4312",,,NA,NA,0,1
82,269,PE 51:1 +1O,C56H110N1O9P1,972.799098,972.8011546,-2.114194614,1189.792921,972.8004455,972.8018526,1187.640493,1190.221941,5,0,0,0,3192770.208,1312710.332,3430847.137,32028855.42,26696551,0,0,21245,13,26187,971.7918215,IP_DAG,PE,[M+H]+,51,1,1,1,0,0,0,1,1,0,0,0,0,0,C1; C3c; C3f,,"269, 270","269, 270, 271",NA,0,0,1
821,270,PC 48:1 +1O,C56H110N1O9P1,972.799098,972.8011546,-2.114194614,1189.792921,972.8004455,972.8018526,1187.640493,1190.221941,5,0,0,0,3192770.208,1312710.332,3430847.137,32028855.42,26696551,0,0,21245,13,40232,971.7918215,IP_DAG,PC,[M+H]+,48,1,1,1,0,0,0,1,1,0,0,0,0,0,C1; C3c; C3f,,"269, 270","269, 270, 271",NA,0,0,1
822,271,TAG 60:10,C63H102O6,972.8014674,972.8011546,0.321487372,1189.792921,972.8004455,972.8018526,1187.640493,1190.221941,5,0,0,0,3192770.208,1312710.332,3430847.137,32028855.42,26696551,0,0,21245,13,69880,954.7676418,TAG,TAG,[M+NH4]+,60,10,0,1,0,0,0,1,0,0,0,0,0,0,C1; C3c,,,"269, 270, 271",NA,NA,0,1
1164,272,TAG 51:5,C54H94O6,856.7388671,856.7386754,0.223765433,1189.817592,856.7383896,856.7392444,1187.307094,1191.728346,7,0,11321507.61,11055252.24,29144017.99,5342425.321,9604222.842,236441450.7,187857196.2,0,0,15334,13,64875,838.7050415,TAG,TAG,[M+NH4]+,51,5,0,1,0,0,0,0,0,0,0,0,0,0,C1,,,,NA,NA,0,1
120,273,MGDG 39:0 +1O,C48H92O11,862.6977901,862.6966943,1.270194157,1190.975143,862.6964664,862.6969562,1189.792921,1192.592321,4,0,910482.5817,915487.3155,3164094.477,64193.74402,953759.9773,28499154.06,18896171.73,0,0,15672,13,54285,844.6639645,IP_DAG,MGDG,[M+NH4]+,39,0,1,1,0,0,0,0,0,0,0,0,0,0,C1,,,,NA,0,0,NA
1293,274,PE 46:3 +3O,C51H96N1O11P1,930.6793766,930.6780653,1.409039666,1189.725983,930.6772352,930.6788954,1187.250251,1192.201715,2,0,660666.2797,338275.5109,1136193.484,78961.42796,66767.43206,375442.2924,111930.7038,0,0,19250,13,25322,929.6721002,IP_DAG,PE,[M+H]+,46,3,3,1,0,0,0,0,1,0,0,0,0,0,C1; C3f,,"274, 275, 276",,NA,0,0,1
12911,275,PG 45:4 +1O,C51H93O11P1,930.6793766,930.6780653,1.409039666,1189.725983,930.6772352,930.6788954,1187.250251,1192.201715,2,0,660666.2797,338275.5109,1136193.484,78961.42796,66767.43206,375442.2924,111930.7038,0,0,19250,13,32775,912.6455511,IP_DAG,PG,[M+NH4]+,45,4,1,1,0,0,0,0,1,0,0,0,0,0,C1; C3f,,"274, 275, 276",,NA,0,0,1
12921,276,PC 43:3 +3O,C51H96N1O11P1,930.6793766,930.6780653,1.409039666,1189.725983,930.6772352,930.6788954,1187.250251,1192.201715,2,0,660666.2797,338275.5109,1136193.484,78961.42796,66767.43206,375442.2924,111930.7038,0,0,19250,13,39067,929.6721002,IP_DAG,PC,[M+H]+,43,3,3,1,0,0,0,0,1,0,0,0,0,0,C1; C3f,,"274, 275, 276",,NA,0,0,NA
1324,277,PE 49:0 +1O,C54H108N1O9P1,946.7834479,946.7854503,-2.114994654,1187.640493,946.7853303,946.7860898,1183.664263,1189.817592,5,0,101979.1189,277627.5302,4755775.003,2729388.977,5984419.686,39525682.87,32839389.48,0,0,20035,13,25912,945.7761714,IP_DAG,PE,[M+H]+,49,0,1,1,0,0,0,1,1,0,0,0,0,0,C1; C3c; C3f,,"277, 278","277, 278, 279",NA,0,0,1
13211,278,PC 46:0 +1O,C54H108N1O9P1,946.7834479,946.7854503,-2.114994654,1187.640493,946.7853303,946.7860898,1183.664263,1189.817592,5,0,101979.1189,277627.5302,4755775.003,2729388.977,5984419.686,39525682.87,32839389.48,0,0,20035,13,39757,945.7761714,IP_DAG,PC,[M+H]+,46,0,1,1,0,0,0,1,1,0,0,0,0,0,C1; C3c; C3f,,"277, 278","277, 278, 279",NA,0,0,1
13221,279,TAG 58:9,C61H100O6,946.7858173,946.7854503,0.387614667,1187.640493,946.7853303,946.7860898,1183.664263,1189.817592,5,0,101979.1189,277627.5302,4755775.003,2729388.977,5984419.686,39525682.87,32839389.48,0,0,20035,13,68725,928.7519917,TAG,TAG,[M+NH4]+,58,9,0,1,0,0,0,1,0,0,0,0,0,0,C1; C3c,,,"277, 278, 279",NA,NA,0,1
167,280,DGDG 51:1 +1O,C66H124O16,1190.922764,1190.924129,-1.146096419,1189.792921,1190.924064,1190.931866,1188.026082,1194.566827,3,0,0,0,9805090.328,0,0,4690158.423,3071968.188,0,0,27078,13,12982,1172.888939,IP_DAG,DGDG,[M+NH4]+,51,1,1,1,0,0,0,0,0,0,0,0,0,0,C1,,,,NA,0,0,1
1118,281,TAG 52:9,C55H88O6,862.6919168,862.6921284,-0.245230072,1113.899125,862.6914933,862.6922671,1112.40837,1115.267928,7,1,174046673.9,162525794.8,2761550927,320203992.9,629040322.4,4624535592,3776331069,506244.3958,42085.74841,15671,14,65505,844.6580912,TAG,TAG,[M+NH4]+,52,9,0,0,0,0,1,0,0,0,0,0,0,0,C2b,,,,NA,NA,0,1
79,282,TAG 47:2 +2O,C50H92O8,838.7130462,838.7132199,-0.20709604,1111.298537,838.7119974,838.714576,1109.553423,1111.884341,4,0,2313009.683,2450242.948,0,0,0,5259844.766,5025807.001,0,0,14340,14,62929,820.6792206,TAG,TAG,[M+NH4]+,47,2,2,0,0,1,0,0,1,0,0,0,0,0,C2a; C3f,,"282, 303, 304",,NA,NA,0,1
81,283,DGTS_DGTA 43:4,C53H95N1O7,858.7181316,858.7184699,-0.393897026,1117.485454,858.7180908,858.7189718,1108.032727,1129.673376,7,0,3790360.606,4179288.213,2082712.218,6345054.687,14126174.96,64727976.32,53341236.74,0,0,15451,14,17951,857.7108552,IP_DAG,DGTS_DGTA,[M+H]+,43,4,0,0,0,0,1,0,1,0,0,0,0,0,C2b; C3f,,"283, 285",,NA,0,0,NA
913,284,TAG 52:6 +2O,C55H94O8,900.7286963,900.728646,0.055897456,1111.778105,900.7281699,900.7294934,1110.67197,1113.029599,7,0,30426630.18,20887099.38,58885773.71,3182213.796,7882351.066,293859063.2,259394613.2,0,0,17691,14,65414,882.6948707,TAG,TAG,[M+NH4]+,52,6,2,0,0,0,1,0,1,1,0,0,0,0,C2b; C3f; C3r,"284, 607","284, 307, 308",,NA,NA,0,1
811,285,TAG 50:5 +1O,C53H92O7,858.7181316,858.7184699,-0.393897026,1117.485454,858.7180908,858.7189718,1108.032727,1129.673376,7,0,3790360.606,4179288.213,2082712.218,6345054.687,14126174.96,64727976.32,53341236.74,0,0,15451,14,64392,840.684306,TAG,TAG,[M+NH4]+,50,5,1,0,0,0,1,0,1,0,0,0,0,0,C2b; C3f,,"283, 285",,NA,NA,0,1
11010,286,MGDG 45:3,C54H98O10,924.7498257,924.7486881,1.230192657,1110.275337,924.7479102,924.7497652,1106.316188,1116.267512,4,0,1209101.574,1305122.482,3813898.211,1572802.095,5617346.736,13982542.86,8889013.188,0,0,18947,14,55955,906.7160001,IP_DAG,MGDG,[M+NH4]+,45,3,0,0,0,1,0,0,1,0,0,0,0,0,C2a; C3f,,"286, 287, 312, 313",,NA,0,1,1
11011,287,TAG 51:3 +4O,C54H98O10,924.7498257,924.7486881,1.230192657,1110.275337,924.7479102,924.7497652,1106.316188,1116.267512,4,0,1209101.574,1305122.482,3813898.211,1572802.095,5617346.736,13982542.86,8889013.188,0,0,18947,14,64833,906.7160001,TAG,TAG,[M+NH4]+,51,3,4,0,0,0,1,0,1,0,0,0,0,0,C2b; C3f,,"286, 287, 312, 313",,NA,NA,0,1
3210,288,TAG 54:7 +2O,C57H96O8,926.7443464,926.7435291,0.881881501,1112.718985,926.7234401,926.7450022,1110.830443,1115.057459,7,0,823158.385,476507.4252,16254670.88,1492724.542,3669799.167,119582346.7,99811919.22,0,0,19050,14,66499,908.7105208,TAG,TAG,[M+NH4]+,54,7,2,0,0,0,1,0,1,0,0,0,0,0,C2b; C3f,,"288, 293, 294",,NA,NA,0,1
1325,289,MGDG 47:4,C56H100O10,950.7654758,950.7642672,1.271224,1114.047004,950.7638639,950.7646704,1114.01427,1114.079737,2,0,189738.3495,0,0,59722.05822,324322.5158,3124595.807,1426385.78,0,0,20231,14,56430,932.7316502,IP_DAG,MGDG,[M+NH4]+,47,4,0,0,0,1,0,0,1,0,0,0,0,0,C2a; C3f,,"289, 290, 317, 318",,NA,0,1,1
13212,290,TAG 53:4 +4O,C56H100O10,950.7654758,950.7642672,1.271224,1114.047004,950.7638639,950.7646704,1114.01427,1114.079737,2,0,189738.3495,0,0,59722.05822,324322.5158,3124595.807,1426385.78,0,0,20231,14,65883,932.7316502,TAG,TAG,[M+NH4]+,53,4,4,0,0,0,1,0,1,0,0,0,0,0,C2b; C3f,,"289, 290, 317, 318",,NA,NA,0,1
1713,291,PG 48:0 +4O,C54H107O14P1,1028.773671,1028.776058,-2.319818303,1111.778105,1028.775989,1028.778175,1109.507602,1113.029599,7,0,45383290.78,50309846.47,62310057.47,257828194.9,634852343.2,5573998.111,3552184.547,0,0,23292,14,33483,1010.739845,IP_DAG,PG,[M+NH4]+,48,0,4,0,0,1,0,0,0,0,0,0,0,0,C2a,,,,0,4,0,1
1010,292,TAG 49:7,C52H86O6,824.6762668,824.6769565,-0.836345894,1114.079737,824.6767103,824.6774078,1113.986813,1115.057459,5,0,1909994.554,1472962.966,12447263.02,878953.998,2271187.982,31768845.73,27065752.08,0,0,13606,14,64000,806.6424412,TAG,TAG,[M+NH4]+,49,7,0,1,0,0,0,0,0,0,0,0,0,0,C1,,,,NA,NA,0,1
321,293,DGCC 47:6,C57H99N1O8,926.7443464,926.7435291,0.881881501,1112.718985,926.7234401,926.7450022,1110.830443,1115.057459,7,0,823158.385,476507.4252,16254670.88,1492724.542,3669799.167,119582346.7,99811919.22,0,0,19050,14,5801,925.7370699,IP_DAG,DGCC,[M+H]+,47,6,0,1,0,0,0,0,1,0,0,0,0,0,C1; C3f,,"288, 293, 294",,NA,0,0,1
3223,294,DGTS_DGTA 47:6 +1O,C57H99N1O8,926.7443464,926.7435291,0.881881501,1112.718985,926.7234401,926.7450022,1110.830443,1115.057459,7,0,823158.385,476507.4252,16254670.88,1492724.542,3669799.167,119582346.7,99811919.22,0,0,19050,14,19006,925.7370699,IP_DAG,DGTS_DGTA,[M+H]+,47,6,1,1,0,0,0,0,1,0,0,0,0,0,C1; C3f,,"288, 293, 294",,NA,0,0,1
36,295,TAG 57:9,C60H98O6,932.7701672,932.770814,-0.693421408,1113.457809,932.7706672,932.7709608,1112.835881,1114.079737,2,0,51442.02264,48181.72419,864851.525,175924.8896,956835.7052,3941979.385,1398327.956,0,0,19355,14,68200,914.7363416,TAG,TAG,[M+NH4]+,57,9,0,1,0,0,0,0,0,1,0,0,0,0,C1; C3r,"295, 3057",,,NA,NA,0,1
44,296,TAG 64:12 +1O,C67H106O7,1040.827682,1040.828177,-0.475207359,1114.047004,1040.827969,1040.828875,1113.986813,1115.267928,4,0,1378422.426,776511.5663,1474470.06,45558.92676,191551.3481,2854310.25,2237129.86,0,0,23673,14,72232,1022.793857,TAG,TAG,[M+NH4]+,64,12,1,1,0,0,0,0,0,0,0,0,0,0,C1,,,,NA,NA,0,1
472,297,TAG 66:13 +1O,C69H108O7,1066.843332,1066.843534,-0.188717992,1115.726714,1066.843398,1066.843669,1115.267928,1116.185501,2,0,4695990.052,4225517.189,1622056.021,0,0,726501.8458,660391.8266,0,0,24462,14,73422,1048.809507,TAG,TAG,[M+NH4]+,66,13,1,1,0,0,0,0,0,0,0,0,0,0,C1,,,,NA,NA,0,1
74,298,DGTS_DGTA 38:1,C48H91N1O7,794.6868315,794.6872379,-0.511442393,1112.471599,794.6868555,794.6876202,1109.668604,1115.274594,2,0,100196.9521,96611.14009,0,574658.4705,72240.69631,1712126.012,548038.3038,52565.87202,0,12149,14,16551,793.679555,IP_DAG,DGTS_DGTA,[M+H]+,38,1,0,1,0,0,0,0,1,0,0,0,0,0,C1; C3f,,"298, 299",,NA,0,0,NA
741,299,TAG 45:2 +1O,C48H88O7,794.6868315,794.6872379,-0.511442393,1112.471599,794.6868555,794.6876202,1109.668604,1115.274594,2,0,100196.9521,96611.14009,0,574658.4705,72240.69631,1712126.012,548038.3038,52565.87202,0,12149,14,62047,776.6530059,TAG,TAG,[M+NH4]+,45,2,1,1,0,0,0,0,1,0,0,0,0,0,C1; C3f,,"298, 299",,NA,NA,0,1
76,300,TAG 47:6,C50H84O6,798.6606167,798.6607537,-0.171527738,1111.778105,798.6606057,798.6614242,1109.507602,1119.495302,7,0,3391234.107,2740933.093,5142833.421,459523.2644,1453802.352,20488692.19,15743217.15,0,0,12331,14,63055,780.6267911,TAG,TAG,[M+NH4]+,47,6,0,1,0,0,0,0,0,0,0,0,0,0,C1,,,,NA,NA,0,1
78,301,DGTS_DGTA 39:2,C49H91N1O7,806.6868315,806.6871941,-0.449533049,1115.152175,806.6869745,806.6874137,1113.029599,1117.274751,2,0,2837134.911,2609641.347,3516485.42,2575474.567,5731205.298,17443652.71,13073816.99,0,0,12702,14,16851,805.679555,IP_DAG,DGTS_DGTA,[M+H]+,39,2,0,1,0,0,0,0,1,1,0,0,0,0,C1; C3f; C3r,"301, 653","301, 302",,NA,0,0,NA
781,302,TAG 46:3 +1O,C49H88O7,806.6868315,806.6871941,-0.449533049,1115.152175,806.6869745,806.6874137,1113.029599,1117.274751,2,0,2837134.911,2609641.347,3516485.42,2575474.567,5731205.298,17443652.71,13073816.99,0,0,12702,14,62502,788.6530059,TAG,TAG,[M+NH4]+,46,3,1,1,0,0,0,0,1,1,0,0,0,0,C1; C3f; C3r,"302, 646","301, 302",,NA,NA,0,1
791,303,DGCC 40:1,C50H95N1O8,838.7130462,838.7132199,-0.20709604,1111.298537,838.7119974,838.714576,1109.553423,1111.884341,4,0,2313009.683,2450242.948,0,0,0,5259844.766,5025807.001,0,0,14340,14,3851,837.7057698,IP_DAG,DGCC,[M+H]+,40,1,0,1,0,0,0,0,1,0,0,0,0,0,C1; C3f,,"282, 303, 304",,0,5,0,NA
792,304,DGTS_DGTA 40:1 +1O,C50H95N1O8,838.7130462,838.7132199,-0.20709604,1111.298537,838.7119974,838.714576,1109.553423,1111.884341,4,0,2313009.683,2450242.948,0,0,0,5259844.766,5025807.001,0,0,14340,14,17056,837.7057698,IP_DAG,DGTS_DGTA,[M+H]+,40,1,1,1,0,0,0,0,1,0,0,0,0,0,C1; C3f,,"282, 303, 304",,0,5,0,NA
894,305,PE 46:4 +1O,C51H94N1O9P1,896.6738973,896.6728968,1.11580021,1117.837334,896.6726845,896.6739565,1115.274594,1121.183435,4,0,127588.971,135062.3528,3902926.791,3638691.978,6351664.592,10169752.36,8896967.772,0,0,17480,14,25337,895.6666209,IP_DAG,PE,[M+H]+,46,4,1,1,0,0,0,0,1,1,0,0,0,0,C1; C3f; C3r,"305, 2065","305, 306",,0,1,0,1
8911,306,PC 43:4 +1O,C51H94N1O9P1,896.6738973,896.6728968,1.11580021,1117.837334,896.6726845,896.6739565,1115.274594,1121.183435,4,0,127588.971,135062.3528,3902926.791,3638691.978,6351664.592,10169752.36,8896967.772,0,0,17480,14,39082,895.6666209,IP_DAG,PC,[M+H]+,43,4,1,1,0,0,0,0,1,1,0,0,0,0,C1; C3f; C3r,"306, 2066","305, 306",,0,1,0,NA
9111,307,DGCC 45:5,C55H97N1O8,900.7286963,900.728646,0.055897456,1111.778105,900.7281699,900.7294934,1110.67197,1113.029599,7,0,30426630.18,20887099.38,58885773.71,3182213.796,7882351.066,293859063.2,259394613.2,0,0,17691,14,5326,899.7214199,IP_DAG,DGCC,[M+H]+,45,5,0,1,0,0,0,0,1,1,0,0,0,0,C1; C3f; C3r,"307, 605","284, 307, 308",,0,2,0,1
912,308,DGTS_DGTA 45:5 +1O,C55H97N1O8,900.7286963,900.728646,0.055897456,1111.778105,900.7281699,900.7294934,1110.67197,1113.029599,7,0,30426630.18,20887099.38,58885773.71,3182213.796,7882351.066,293859063.2,259394613.2,0,0,17691,14,18531,899.7214199,IP_DAG,DGTS_DGTA,[M+H]+,45,5,1,1,0,0,0,0,1,1,0,0,0,0,C1; C3f; C3r,"308, 606","284, 307, 308",,0,2,0,1
1025,309,TAG 42:3,C45H80O6,734.6293165,734.6291098,0.281341649,1114.621265,734.6289191,734.6293005,1113.05703,1116.185501,2,0,1102506.381,643054.1586,0,0,0,287096.1286,200182.1556,0,0,9696,14,60885,716.5954909,TAG,TAG,[M+NH4]+,42,3,0,1,0,0,0,0,0,1,0,0,0,0,C1; C3r,"309, 5732",,,NA,NA,0,1
1044,310,DGTS_DGTA 36:0,C46H89N1O7,768.6711814,768.6707466,0.565611504,1113.05703,768.66855,768.6708595,1111.884341,1114.01427,5,0,700403.1182,630424.594,0,1543651.117,59414.77767,2187888.221,1439031.165,0,216160.7057,11027,14,16026,767.6639049,IP_DAG,DGTS_DGTA,[M+H]+,36,0,0,1,0,0,0,0,1,0,0,0,0,0,C1; C3f,,"310, 311",,NA,0,0,NA
1041,311,TAG 43:1 +1O,C46H86O7,768.6711814,768.6707466,0.565611504,1113.05703,768.66855,768.6708595,1111.884341,1114.01427,5,0,700403.1182,630424.594,0,1543651.117,59414.77767,2187888.221,1439031.165,0,216160.7057,11027,14,61207,750.6373558,TAG,TAG,[M+NH4]+,43,1,1,1,0,0,0,0,1,0,0,0,0,0,C1; C3f,,"310, 311",,NA,NA,0,1
11021,312,DGCC 44:2 +2O,C54H101N1O10,924.7498257,924.7486881,1.230192657,1110.275337,924.7479102,924.7497652,1106.316188,1116.267512,4,0,1209101.574,1305122.482,3813898.211,1572802.095,5617346.736,13982542.86,8889013.188,0,0,18947,14,4936,923.7425493,IP_DAG,DGCC,[M+H]+,44,2,2,1,0,0,0,0,1,0,0,0,0,0,C1; C3f,,"286, 287, 312, 313",,NA,0,0,1
1103,313,DGTS_DGTA 44:2 +3O,C54H101N1O10,924.7498257,924.7486881,1.230192657,1110.275337,924.7479102,924.7497652,1106.316188,1116.267512,4,0,1209101.574,1305122.482,3813898.211,1572802.095,5617346.736,13982542.86,8889013.188,0,0,18947,14,18141,923.7425493,IP_DAG,DGTS_DGTA,[M+H]+,44,2,3,1,0,0,0,0,1,0,0,0,0,0,C1; C3f,,"286, 287, 312, 313",,NA,0,0,1
1265,314,SQDG 37:2 +4O,C46H84O16S1,942.5818336,942.5824171,-0.619059141,1114.047004,942.5823495,942.5824846,1114.01427,1114.079737,2,0,0,0,129380.6958,0,199859.9062,1425770.092,1539044.639,0,0,19838,14,46563,924.548008,IP_DAG,SQDG,[M+NH4]+,37,2,4,1,0,0,0,0,0,1,0,0,0,0,C1; C3r,"314, 3053",,,NA,0,0,NA
130,315,SQDG 42:2,C51H94O12S1,948.6804255,948.6806442,-0.230576158,1113.227559,948.6767441,948.6845444,1111.884341,1114.570776,2,0,0,0,3978197021,49069.69681,67909.92759,1993210.306,311087.4687,0,58927.61785,20130,14,48039,930.6465999,IP_DAG,SQDG,[M+NH4]+,42,2,0,1,0,0,0,0,0,0,0,0,0,0,C1,,,,0,2,0,NA
1314,316,DGDG 29:7 +1O,C44H68O16,870.4845622,870.4843104,0.289248667,1110.67197,870.4836724,870.4843546,1103.254227,1110.824046,3,0,0,0,0,855598.7946,945398.9948,631204.964,449299.3947,0,0,16060,14,8082,852.4507366,IP_DAG,DGDG,[M+NH4]+,29,7,1,1,0,0,0,0,0,0,0,0,0,0,C1,,,,NA,0,0,1
13222,317,DGCC 46:3 +2O,C56H103N1O10,950.7654758,950.7642672,1.271224,1114.047004,950.7638639,950.7646704,1114.01427,1114.079737,2,0,189738.3495,0,0,59722.05822,324322.5158,3124595.807,1426385.78,0,0,20231,14,5511,949.7581993,IP_DAG,DGCC,[M+H]+,46,3,2,1,0,0,0,0,1,0,0,0,0,0,C1; C3f,,"289, 290, 317, 318",,NA,0,0,1
1323,318,DGTS_DGTA 46:3 +3O,C56H103N1O10,950.7654758,950.7642672,1.271224,1114.047004,950.7638639,950.7646704,1114.01427,1114.079737,2,0,189738.3495,0,0,59722.05822,324322.5158,3124595.807,1426385.78,0,0,20231,14,18716,949.7581993,IP_DAG,DGTS_DGTA,[M+H]+,46,3,3,1,0,0,0,0,1,0,0,0,0,0,C1; C3f,,"289, 290, 317, 318",,NA,0,0,1
1343,319,PE 47:7 +4O,C52H90N1O12P1,952.627341,952.6249912,2.466706651,1116.209107,952.6246387,952.6258807,1115.267928,1117.274751,6,0,825936.5013,716641.7695,4633573.579,6748043.228,9079391.623,13647478.79,12340085.32,0,0,20298,14,25652,951.6200646,IP_DAG,PE,[M+H]+,47,7,4,1,0,0,0,0,1,0,0,0,0,0,C1; C3f,,"319, 320, 321",,NA,0,0,1
