"PAL1314_LMG1401_particulate_pos_withoddFA.csv, lipids identified in particulate (0.2 um) samples from Arthur Harbor and along PAL-LTER cruise grid, 2014-2014 (PAL1314 and LMG1401)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Identifications were made by J. Collins, james.r.collins@aya.yale.edu, using v1.1.1 of the LOBSTAHS lipidomics software package for R",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Values in columns 13-17 of this speadsheet are raw chromatographic peak areas; the .xlsx file PAL1314_LMG1401_particulate_IP-DAG_pmol_mL.xlsx contains mass data for unoxidized IP-DAG obtained using authentic standards,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,match_ID,compound_name,elem_formula,LOBdbase_mz,peakgroup_mz,LOBdbase_ppm_match,peakgroup_rt,peakgroup_mzmin,peakgroup_mzmax,peakgroup_rtmin,peakgroup_rtmax,samples,LMG1401_004_QE003116,LMG1401_008_QE003117,LMG1401_009_QE003118,LMG1401_010_QE003119,PAL1314_Stn_E_3m_2Jan14_0.2um_QE003120,xcms_peakgroup,CAMERA_pseudospectrum,LOBdbase_frag_ID,LOBdbase_exact_parent_neutral_mass,lipid_class,species,major_adduct,FA_total_no_C,FA_total_no_DB,degree_oxidation,C1,C1x,C2a,C2b,C3c,C3f,C3r,C4,C5,C6a,C6b,casecodes,iso_C3r.match_ID,iso_C3f.match_ID,iso_C3c.match_ID,ms2_conf,ms2_present,neg_mode.conf,rm.flag_auto
1447,771,TAG 60:13 +1O,C63H96O7,982.7494318,982.7499689,-0.546547053,1085.48943,982.7499323,982.7500055,1083.875468,1087.103393,2,2119990.232,3544399.077,9281973.103,7207617.545,943249.8036,21180,28,69992,964.7156062,TAG,TAG,[M+NH4]+,60,13,1,1,0,0,0,0,0,0,0,0,0,0,C1,,,,NA,NA,0,1
1484,772,SQDG 46:6,C55H94O12S1,996.6804255,996.6799465,0.480563208,1088.393567,996.6773165,996.6825765,1087.103393,1089.683742,2,980939.2207,88102.4114,171041.0012,1734237.048,233066.93,21539,28,49449,978.6465999,IP_DAG,SQDG,[M+NH4]+,46,6,0,1,0,0,0,0,0,1,0,0,0,0,C1; C3r,"216, 772",,,NA,0,0,NA
163,773,TAG 67:14,C70H108O6,1062.848418,1062.849356,-0.882915421,1082.854011,1062.848826,1062.849633,1081.616125,1083.009487,5,4526355.91,1791101.09,4511067.147,7363302.123,2352220.796,22857,28,74115,1044.814592,TAG,TAG,[M+NH4]+,67,14,0,1,0,0,0,0,0,0,0,0,0,0,C1,,,,NA,NA,0,1
1763,774,DGDG 48:4 +1O,C63H112O16,1142.828864,1142.827567,1.135272692,1087.849394,1142.823281,1142.829475,1085.216092,1089.758795,4,2837953.034,3522851.844,2872172.27,2868142.058,2900499.453,23913,28,12582,1124.795038,IP_DAG,DGDG,[M+NH4]+,48,4,1,1,0,0,0,0,0,1,0,0,0,0,C1; C3r,"774, 858",,,NA,0,0,NA
177,775,DGDG 46:3 +3O,C61H110O18,1148.803043,1148.801717,1.154397893,1084.371029,1148.8007,1148.801849,1083.009487,1085.098106,4,1062473.26,5231412.746,6238121.546,4755377.942,0,24000,28,12117,1130.769218,IP_DAG,DGDG,[M+NH4]+,46,3,3,1,0,0,0,0,0,0,0,0,0,0,C1,,,,NA,0,0,NA
1152,776,TAG 52:7 +2O,C55H92O8,898.7130462,898.713428,-0.42477477,1089.276674,898.7133994,898.713672,1082.94349,1089.683742,5,180223346.1,32589268.33,63961702.59,62128402.72,57430181.18,18149,31,65449,880.6792206,TAG,TAG,[M+NH4]+,52,7,2,0,0,0,1,0,1,0,0,0,0,0,C2b; C3f,,"776, 779, 780",,NA,NA,0,1
12,777,TAG 62:17,C65H92O6,986.723217,986.7234694,-0.255831432,1089.683742,986.7234059,986.7236759,1089.276674,1090.561849,5,53857654.47,82815904.34,101739667.1,113316946,40120110.93,21283,31,71245,968.6893914,TAG,TAG,[M+NH4]+,62,17,0,0,0,0,1,0,0,0,0,0,0,0,C2b,,,,NA,NA,0,1
520,778,TAG 42:0 +3O,C45H86O9,788.6610106,788.6615225,-0.64909582,1089.683742,788.6612386,788.661727,1089.276674,1090.561849,5,39345306.73,16413515.76,17029770.5,7015021.082,2940332.063,13854,31,60801,770.627185,TAG,TAG,[M+NH4]+,42,0,3,0,0,1,0,0,0,0,0,0,0,0,C2a,,,,NA,NA,0,1
818,779,DGCC 45:6,C55H95N1O8,898.7130462,898.713428,-0.42477477,1089.276674,898.7133994,898.713672,1082.94349,1089.683742,5,180223346.1,32589268.33,63961702.59,62128402.72,57430181.18,18149,31,5351,897.7057698,IP_DAG,DGCC,[M+H]+,45,6,0,1,0,0,0,0,1,0,0,0,0,0,C1; C3f,,"776, 779, 780",,NA,0,0,NA
819,780,DGTS_DGTA 45:6 +1O,C55H95N1O8,898.7130462,898.713428,-0.42477477,1089.276674,898.7133994,898.713672,1082.94349,1089.683742,5,180223346.1,32589268.33,63961702.59,62128402.72,57430181.18,18149,31,18556,897.7057698,IP_DAG,DGTS_DGTA,[M+H]+,45,6,1,1,0,0,0,0,1,0,0,0,0,0,C1; C3f,,"776, 779, 780",,NA,0,0,NA
1916,781,PE 52:4 +4O,C57H106N1O12P1,1028.752542,1028.751343,1.164782586,1089.663859,1028.751176,1028.752365,1089.276674,1090.561849,4,1970296.946,6509487.239,6118546.127,7312352.27,2454546.894,22233,31,26402,1027.745265,IP_DAG,PE,[M+H]+,52,4,4,1,0,0,0,0,1,0,0,0,0,0,C1; C3f,,"781, 782",,NA,3,0,NA
191,782,PC 49:4 +4O,C57H106N1O12P1,1028.752542,1028.751343,1.164782586,1089.663859,1028.751176,1028.752365,1089.276674,1090.561849,4,1970296.946,6509487.239,6118546.127,7312352.27,2454546.894,22233,31,40547,1027.745265,IP_DAG,PC,[M+H]+,49,4,4,1,0,0,0,0,1,0,0,0,0,0,C1; C3f,,"781, 782",,0,3,0,NA
2012,783,DGDG 40:3 +1O,C55H98O16,1032.719313,1032.719739,-0.411710049,1089.758795,1032.719668,1032.719789,1089.276674,1090.561849,3,238543.4797,451790.5665,1426267.463,945255.7772,862704.8101,22301,31,10507,1014.685488,IP_DAG,DGDG,[M+NH4]+,40,3,1,1,0,0,0,0,0,0,0,0,0,0,C1,,,,NA,0,0,NA
21,784,SQDG 47:2 +1O,C56H104O13S1,1034.753591,1034.753833,-0.234390529,1088.824499,1034.753557,1034.767465,1080.582379,1089.568922,4,104611.0586,8206140.867,5160242.165,11410263.11,1260919.334,22339,31,49605,1016.719765,IP_DAG,SQDG,[M+NH4]+,47,2,1,1,0,0,0,0,0,0,0,0,0,0,C1,,,,NA,0,1,NA
625,785,MGDG 46:6 +3O,C55H94O13,980.7032694,980.7035732,-0.309756983,1089.721268,980.7030447,980.7041017,1089.683742,1089.758795,2,9744598.465,1564116.406,3449535.134,3295082.422,2409390.875,21123,31,56270,962.6694438,IP_DAG,MGDG,[M+NH4]+,46,6,3,1,0,0,0,0,0,0,0,0,0,0,C1,,,,NA,0,0,NA
1153,786,PG 34:4 +1O,C40H71O11P1,776.5072258,776.5080044,-1.002806593,643.0391031,776.5078605,776.5080933,642.3212312,644.2582773,3,4695535.546,589718.0873,4747289.73,1809915.853,8666737.865,13335,32,29355,758.4734002,IP_DAG,PG,[M+NH4]+,34,4,1,0,0,0,1,0,1,1,0,0,0,0,C2b; C3f; C3r,"786, 3362","786, 797, 798",,NA,0,1,NA
535,787,DGDG 26:2 +2O,C41H72O17,854.510777,854.5087949,2.319540501,640.6884019,854.508706,854.5090553,639.8018064,641.8712658,5,11190625.41,5950666.525,12384595.56,15565515.77,8986909.666,16426,32,7412,836.4769514,IP_DAG,DGDG,[M+NH4]+,26,2,2,0,0,0,1,1,0,0,0,0,0,0,C2b; C3c,,,"787, 788",0,1,0,NA
531,788,SQDG 36:7,C45H72O12S1,854.5082746,854.5087949,-0.608932247,640.6884019,854.508706,854.5090553,639.8018064,641.8712658,5,11190625.41,5950666.525,12384595.56,15565515.77,8986909.666,16426,32,46359,836.474449,IP_DAG,SQDG,[M+NH4]+,36,7,0,0,0,1,0,1,0,0,0,0,0,0,C2a; C3c,,,"787, 788",0,1,1,NA
923,789,SQDG 32:5,C41H68O12S1,802.4769744,802.4775666,-0.737910382,639.4958382,802.4775196,802.4776119,637.6571256,639.8018064,5,23293221.53,5234901.29,9236549.783,12018776.35,11632379.08,14371,32,45189,784.4431489,IP_DAG,SQDG,[M+NH4]+,32,5,0,0,0,1,0,1,0,0,0,0,0,0,C2a; C3c,,,"789, 807",0,1,1,NA
1206,790,PC 42:11 +1O,C50H78N1O9P1,868.5486967,868.5492107,-0.591793275,642.3212312,868.5491827,868.549233,642.1575375,644.11766,3,1062779.009,6997360.111,11037242.14,20381009.84,1137727.898,16937,32,38957,867.5414202,IP_DAG,PC,[M+H]+,42,11,1,0,0,1,0,0,0,1,0,0,0,0,C2a; C3r,"790, 1445",,,NA,0,1,NA
1154,791,PUA 9:2 +1O,C9H14O2,155.1066563,155.1067923,-0.877160369,642.3212312,155.1067907,155.106806,642.1575375,644.11766,3,1381933.942,1192812.394,3292157.423,8279854.257,352585.7397,115,32,42668,154.0993798,PUA,PUA,[M+H]+,9,2,1,1,0,0,0,0,0,0,0,0,0,0,C1,,,,NA,NA,0,1
920,792,Allox,C40H52O2,565.4040078,565.4044146,-0.719455402,642.2393843,565.4043568,565.4044416,641.7818807,643.0391031,4,8049082.017,4830190.6,5472278.861,6196523.805,6558838.414,5652,32,78248,564.3967313,pigment,Allox,[M+H]+,NA,NA,0,1,0,0,0,0,0,1,0,0,0,0,C1; C3r,"792, 2279, 3743",,,NA,NA,0,1
1315,793,Dd_Ddc,C40H54O3,583.4145725,583.4148451,-0.467309212,642.1575375,583.4146558,583.4149416,641.7818807,643.0391031,5,262921496.3,138720398,157057678.7,192102282.9,116762697.2,6325,32,78264,582.407296,pigment,Dd_Ddc,[M+H]+,NA,NA,0,1,0,0,0,0,0,1,0,0,0,0,C1; C3r,"609, 793",,,NA,NA,0,1
473,794,PE 33:3 +3O,C38H70N1O11P1,748.4759256,748.4763301,-0.540432197,642.1575375,748.4762354,748.4763565,641.7818807,642.3212312,3,4123412.42,4963949.033,10216123.22,11807977.65,1205735.738,12298,32,22022,747.4686491,IP_DAG,PE,[M+H]+,33,3,3,1,0,0,0,0,1,1,0,0,0,0,C1; C3f; C3r,"794, 2881","794, 795, 796",,NA,0,0,1
4711,795,PG 32:4 +1O,C38H67O11P1,748.4759256,748.4763301,-0.540432197,642.1575375,748.4762354,748.4763565,641.7818807,642.3212312,3,4123412.42,4963949.033,10216123.22,11807977.65,1205735.738,12298,32,28815,730.4421,IP_DAG,PG,[M+NH4]+,32,4,1,1,0,0,0,0,1,1,0,0,0,0,C1; C3f; C3r,"795, 2875","794, 795, 796",,NA,0,1,NA
472,796,PC 30:3 +3O,C38H70N1O11P1,748.4759256,748.4763301,-0.540432197,642.1575375,748.4762354,748.4763565,641.7818807,642.3212312,3,4123412.42,4963949.033,10216123.22,11807977.65,1205735.738,12298,32,35917,747.4686491,IP_DAG,PC,[M+H]+,30,3,3,1,0,0,0,0,1,1,0,0,0,0,C1; C3f; C3r,"796, 2882","794, 795, 796",,NA,0,0,1
487,797,PE 35:3 +3O,C40H74N1O11P1,776.5072258,776.5080044,-1.002806593,643.0391031,776.5078605,776.5080933,642.3212312,644.2582773,3,4695535.546,589718.0873,4747289.73,1809915.853,8666737.865,13335,32,22497,775.4999493,IP_DAG,PE,[M+H]+,35,3,3,1,0,0,0,0,1,1,0,0,0,0,C1; C3f; C3r,"797, 3361","786, 797, 798",,NA,0,0,1
4811,798,PC 32:3 +3O,C40H74N1O11P1,776.5072258,776.5080044,-1.002806593,643.0391031,776.5078605,776.5080933,642.3212312,644.2582773,3,4695535.546,589718.0873,4747289.73,1809915.853,8666737.865,13335,32,36317,775.4999493,IP_DAG,PC,[M+H]+,32,3,3,1,0,0,0,0,1,1,0,0,0,0,C1; C3f; C3r,"798, 3363","786, 797, 798",,NA,0,0,1
509,799,SQDG 30:3,C39H68O12S1,778.4769744,778.4774809,-0.650547341,642.3212312,778.4773087,778.4778913,641.7818807,644.2582773,5,11036627.31,1386591.411,1925114.467,2739392.804,1289489.9,13410,32,44649,760.4431489,IP_DAG,SQDG,[M+NH4]+,30,3,0,1,0,0,0,0,0,0,0,0,0,0,C1,,,,NA,0,1,NA
5212,800,DGCC 40:10 +1O,C50H77N1O9,836.5671101,836.5676357,-0.628205513,644.3124029,836.5675201,836.5677103,641.8712658,644.6184591,4,61861.86366,1674196.619,4756424.543,4379577.479,5598248.3,15744,32,4081,835.5598337,IP_DAG,DGCC,[M+H]+,40,10,1,1,0,0,0,0,1,0,0,0,0,0,C1; C3f,,"800, 801",,NA,0,0,NA
5213,801,DGTS_DGTA 40:10 +2O,C50H77N1O9,836.5671101,836.5676357,-0.628205513,644.3124029,836.5675201,836.5677103,641.8712658,644.6184591,4,61861.86366,1674196.619,4756424.543,4379577.479,5598248.3,15744,32,17286,835.5598337,IP_DAG,DGTS_DGTA,[M+H]+,40,10,2,1,0,0,0,0,1,0,0,0,0,0,C1; C3f,,"800, 801",,NA,0,0,NA
568,802,PC 44:11 +3O,C52H82N1O11P1,928.5698261,928.5700864,-0.280334892,641.8265732,928.5698579,928.5703149,641.7818807,641.8712658,2,27366.05433,1700809.486,1865870.911,1652993.826,686406.9887,19305,32,39492,927.5625496,IP_DAG,PC,[M+H]+,44,11,3,1,0,0,0,0,0,1,0,0,0,0,C1; C3r,"802, 1742",,,NA,0,0,NA
755,803,DGTS_DGTA 27:5,C37H61N1O7,632.4520803,632.4519344,0.230585062,644.7234494,632.451465,632.4524039,643.0391031,646.4077958,2,906198.1829,168061.9394,408132.5721,351612.6163,121734.3239,8107,32,14251,631.4448038,IP_DAG,DGTS_DGTA,[M+H]+,27,5,0,1,0,0,0,0,0,0,0,0,0,0,C1,,,,NA,0,0,NA
796,804,DGCC 26:0,C36H69N1O8,644.5095952,644.5100324,-0.678345784,645.3787193,644.5099237,644.510069,644.2582773,646.9337897,5,4742072.18,4507188.944,4954915.496,6066647.121,19427649.76,8545,32,751,643.5023187,IP_DAG,DGCC,[M+H]+,26,0,0,1,0,0,0,0,1,1,0,0,0,0,C1; C3f; C3r,"804, 2641","804, 805",,NA,0,0,NA
791,805,DGTS_DGTA 26:0 +1O,C36H69N1O8,644.5095952,644.5100324,-0.678345784,645.3787193,644.5099237,644.510069,644.2582773,646.9337897,5,4742072.18,4507188.944,4954915.496,6066647.121,19427649.76,8545,32,13956,643.5023187,IP_DAG,DGTS_DGTA,[M+H]+,26,0,1,1,0,0,0,0,1,1,0,0,0,0,C1; C3f; C3r,"805, 2642","804, 805",,NA,0,0,NA
847,806,PE 34:9,C39H60N1O8P1,702.4129313,702.4134588,-0.750957402,644.8184983,702.4133619,702.4135557,644.2582773,645.3787193,2,1310081.441,0,68853.54584,70212.28158,3702190.457,10586,32,22382,701.4056549,IP_DAG,PE,[M+H]+,34,9,0,1,0,0,0,0,0,0,0,0,0,0,C1,,,,NA,0,1,NA
9211,807,DGDG 22:0 +2O,C37H68O17,802.4794769,802.4775666,2.38043958,639.4958382,802.4775196,802.4776119,637.6571256,639.8018064,5,23293221.53,5234901.29,9236549.783,12018776.35,11632379.08,14371,32,6862,784.4456513,IP_DAG,DGDG,[M+NH4]+,22,0,2,1,0,0,0,1,0,0,0,0,0,0,C1; C3c,,,"789, 807",0,1,0,NA
1047,808,DGCC 25:2,C35H63N1O8,626.462645,626.463081,-0.695996178,637.6571256,626.4630756,626.4632126,637.2394772,639.8018064,3,386243.117,1153306.392,1891196.705,2458047.61,168776.5715,7878,32,676,625.4553685,IP_DAG,DGCC,[M+H]+,25,2,0,1,0,0,0,0,1,0,0,0,0,0,C1; C3f,,"808, 809",,NA,0,0,NA
10413,809,DGTS_DGTA 25:2 +1O,C35H63N1O8,626.462645,626.463081,-0.695996178,637.6571256,626.4630756,626.4632126,637.2394772,639.8018064,3,386243.117,1153306.392,1891196.705,2458047.61,168776.5715,7878,32,13881,625.4553685,IP_DAG,DGTS_DGTA,[M+H]+,25,2,1,1,0,0,0,0,1,0,0,0,0,0,C1; C3f,,"808, 809",,NA,0,0,NA
11410,810,DGCC 40:8 +1O,C50H81N1O9,840.5984103,840.5987793,-0.438935803,645.5254504,840.5986988,840.5989339,642.1575375,648.9823122,4,261786.0691,468270.0054,1638049.821,1831534.667,3543244.35,15895,32,4031,839.5911338,IP_DAG,DGCC,[M+H]+,40,8,1,1,0,0,0,0,1,0,0,0,0,0,C1; C3f,,"810, 811",,NA,0,0,NA
11412,811,DGTS_DGTA 40:8 +2O,C50H81N1O9,840.5984103,840.5987793,-0.438935803,645.5254504,840.5986988,840.5989339,642.1575375,648.9823122,4,261786.0691,468270.0054,1638049.821,1831534.667,3543244.35,15895,32,17236,839.5911338,IP_DAG,DGTS_DGTA,[M+H]+,40,8,2,1,0,0,0,0,1,0,0,0,0,0,C1; C3f,,"810, 811",,NA,0,0,NA
1253,812,DGDG 26:0 +4O,C41H76O19,890.5319064,890.5318942,0.01367089,639.6586266,890.530804,890.5321929,634.8436803,639.971966,4,0,777806.9798,1541282.434,2823735.474,1564162.072,17810,32,7372,872.4980808,IP_DAG,DGDG,[M+NH4]+,26,0,4,1,0,0,0,0,0,0,0,0,0,0,C1,,,,NA,0,0,NA
1155,813,Fuco,C42H58O6,659.4306165,659.4310237,-0.617528123,595.4300211,659.4308911,659.4311414,594.316595,596.4344038,5,626307284.5,199591831.9,282037852.7,392709967.1,113891160,9099,33,78270,658.42334,pigment,Fuco,[M+H]+,NA,NA,0,0,0,1,0,0,0,1,0,0,0,0,C2a; C3r,"261, 813",,,NA,NA,1,1
583,814,MGDG 32:8,C41H62O10,732.4681243,732.4685815,-0.624225209,594.0751934,732.4685374,732.4686256,593.1672373,594.9831495,2,132086898.9,21920328.35,32404525.81,43919670.72,77288988.26,11669,33,52780,714.4342987,IP_DAG,MGDG,[M+NH4]+,32,8,0,0,0,0,1,0,1,1,0,0,0,0,C2b; C3f; C3r,"599, 814, 1796, 1875, 2468","814, 817, 818",,0,2,1,NA
57,815,DGCC 26:2 +4O,C36H65N1O12,704.4579535,704.4587351,-1.109541028,599.0986978,704.4585133,704.458957,595.4300211,602.7673746,2,647752.0647,528022.9752,198870.4847,450865.6085,1699139.816,10656,33,821,703.4506771,IP_DAG,DGCC,[M+H]+,26,2,4,1,0,0,0,0,1,1,0,0,0,0,C1; C3f; C3r,"815, 3600","815, 816",,NA,0,0,NA
571,816,MGDG 27:3 +2O,C36H62O12,704.4579535,704.4587351,-1.109541028,599.0986978,704.4585133,704.458957,595.4300211,602.7673746,2,647752.0647,528022.9752,198870.4847,450865.6085,1699139.816,10656,33,51690,686.4241279,IP_DAG,MGDG,[M+NH4]+,27,3,2,1,0,0,0,0,1,1,0,0,0,0,C1; C3f; C3r,"816, 3601","815, 816",,NA,0,0,NA
581,817,DGCC 31:7 +2O,C41H65N1O10,732.4681243,732.4685815,-0.624225209,594.0751934,732.4685374,732.4686256,593.1672373,594.9831495,2,132086898.9,21920328.35,32404525.81,43919670.72,77288988.26,11669,33,1886,731.4608478,IP_DAG,DGCC,[M+H]+,31,7,2,1,0,0,0,0,1,1,0,0,0,0,C1; C3f; C3r,"627, 817, 1794, 1872, 2474","814, 817, 818",,0,2,0,1
582,818,DGTS_DGTA 31:7 +3O,C41H65N1O10,732.4681243,732.4685815,-0.624225209,594.0751934,732.4685374,732.4686256,593.1672373,594.9831495,2,132086898.9,21920328.35,32404525.81,43919670.72,77288988.26,11669,33,15091,731.4608478,IP_DAG,DGTS_DGTA,[M+H]+,31,7,3,1,0,0,0,0,1,1,0,0,0,0,C1; C3f; C3r,"628, 818, 1795, 1873, 2475","814, 817, 818",,0,2,0,1
1245,819,DGCC 25:0 +1O,C35H67N1O9,646.4888597,646.4887037,0.2413634,593.4830171,646.4885341,646.4888129,591.4965545,594.316595,4,875154.076,1283432.287,1047796.71,1586413.381,162965.7763,8614,33,631,645.4815833,IP_DAG,DGCC,[M+H]+,25,0,1,1,0,0,0,0,1,0,0,0,0,0,C1; C3f,,"819, 820",,NA,0,0,NA
1241,820,DGTS_DGTA 25:0 +2O,C35H67N1O9,646.4888597,646.4887037,0.2413634,593.4830171,646.4885341,646.4888129,591.4965545,594.316595,4,875154.076,1283432.287,1047796.71,1586413.381,162965.7763,8614,33,13836,645.4815833,IP_DAG,DGTS_DGTA,[M+H]+,25,0,2,1,0,0,0,0,1,0,0,0,0,0,C1; C3f,,"819, 820",,NA,0,0,NA
1355,821,SQDG 27:2,C36H64O12S1,738.4456743,738.4467155,-1.40998751,591.9651678,738.4463049,738.4467369,591.4965545,594.316595,3,531356.5647,1180185.397,1720130.675,1456761.071,456854.7698,11912,33,43929,720.4118487,IP_DAG,SQDG,[M+NH4]+,27,2,0,1,0,0,0,0,0,1,0,0,0,0,C1; C3r,"821, 3337",,,NA,0,0,NA
1423,822,PE 37:7 +2O,C42H70N1O10P1,780.481011,780.4813819,-0.475209971,599.1609717,780.4812723,780.4817492,598.6758229,604.5692927,4,2725205.508,924082.2823,1703070.591,1372114.617,3946322.754,13502,33,23092,779.4737345,IP_DAG,PE,[M+H]+,37,7,2,1,0,0,0,0,1,0,0,0,0,0,C1; C3f,,"822, 823, 824",,NA,0,0,1
14211,823,PG 36:8,C42H67O10P1,780.481011,780.4813819,-0.475209971,599.1609717,780.4812723,780.4817492,598.6758229,604.5692927,4,2725205.508,924082.2823,1703070.591,1372114.617,3946322.754,13502,33,30039,762.4471854,IP_DAG,PG,[M+NH4]+,36,8,0,1,0,0,0,0,1,0,0,0,0,0,C1; C3f,,"822, 823, 824",,NA,0,1,NA
1422,824,PC 34:7 +2O,C42H70N1O10P1,780.481011,780.4813819,-0.475209971,599.1609717,780.4812723,780.4817492,598.6758229,604.5692927,4,2725205.508,924082.2823,1703070.591,1372114.617,3946322.754,13502,33,36862,779.4737345,IP_DAG,PC,[M+H]+,34,7,2,1,0,0,0,0,1,0,0,0,0,0,C1; C3f,,"822, 823, 824",,NA,0,0,1
1433,825,SQDG 26:2 +4O,C35H62O16S1,788.4096827,788.4113138,-2.068911538,596.823081,788.4110951,788.4115325,596.4344038,597.2117581,2,625327.2292,112701.2804,335840.5428,443617.1197,107659.345,13824,33,43743,770.3758571,IP_DAG,SQDG,[M+NH4]+,26,2,4,1,0,0,0,0,0,0,0,0,0,0,C1,,,,NA,0,0,NA
1517,826,MGDG 32:5 +4O,C41H68O14,802.494733,802.495458,-0.903440002,597.7103384,802.4945142,802.4955321,594.9831495,602.7673746,3,765690.055,795782.0993,346498.7881,346413.4417,524488.6183,14372,33,52725,784.4609074,IP_DAG,MGDG,[M+NH4]+,32,5,4,1,0,0,0,0,0,0,0,0,0,0,C1,,,,NA,0,0,NA
1534,827,DGCC 38:10 +1O,C48H73N1O9,808.53581,808.5361374,-0.404970372,599.5863967,808.5359934,808.5363648,597.7103384,601.0919361,4,484471.0286,903254.8741,2642298.275,2389321.859,5704721.411,14634,33,3581,807.5285335,IP_DAG,DGCC,[M+H]+,38,10,1,1,0,0,0,0,1,0,0,0,0,0,C1; C3f,,"827, 828",,NA,0,0,NA
15311,828,DGTS_DGTA 38:10 +2O,C48H73N1O9,808.53581,808.5361374,-0.404970372,599.5863967,808.5359934,808.5363648,597.7103384,601.0919361,4,484471.0286,903254.8741,2642298.275,2389321.859,5704721.411,14634,33,16786,807.5285335,IP_DAG,DGTS_DGTA,[M+H]+,38,10,2,1,0,0,0,0,1,0,0,0,0,0,C1; C3f,,"827, 828",,NA,0,0,NA
154,829,PC 38:9 +1O,C46H74N1O9P1,816.5173965,816.5183329,-1.146771808,593.988114,816.5182399,816.5185565,592.7520921,594.316595,4,7100671.68,5086836.852,7059183.916,8696332.323,1321703.663,14942,33,37882,815.5101201,IP_DAG,PC,[M+H]+,38,9,1,1,0,0,0,0,0,1,0,0,0,0,C1; C3r,"653, 829, 1204",,,NA,0,0,NA
1604,830,PG 38:5 +4O,C44H77O14P1,878.5389199,878.5397722,-0.970129799,594.2652686,878.5394807,878.5400636,594.2139421,594.316595,2,2230771.359,0,4544252.562,697240.4994,0,17305,33,30573,860.5050943,IP_DAG,PG,[M+NH4]+,38,5,4,1,0,0,0,0,0,0,0,0,0,0,C1,,,,NA,1,0,NA
1726,831,DGDG 30:2 +4O,C45H80O19,942.5632066,942.5641629,-1.014652226,598.868577,942.56374,942.5647615,598.6758229,599.4533664,3,3812090.675,0,7985085.322,994457.6441,0,19852,33,8172,924.529381,IP_DAG,DGDG,[M+NH4]+,30,2,4,1,0,0,0,0,0,0,0,0,0,0,C1,,,,NA,0,0,NA
1156,832,TAG 47:3 +1O,C50H90O7,820.7024815,820.7024773,0.005149725,1108.713874,820.702217,820.7027376,1107.017841,1110.409908,2,516096.0894,563535.4603,2317851.512,1888835.762,2042627.345,15131,34,62957,802.6686559,TAG,TAG,[M+NH4]+,47,3,1,0,0,0,1,0,1,0,0,0,0,0,C2b; C3f,,"832, 839",,NA,NA,0,1
320,833,TAG 50:8,C53H86O6,836.6762668,836.6769129,-0.772252206,1107.499878,836.676885,836.6769307,1105.475656,1108.208934,5,1242845358,357070571.7,447301858.6,451362512.4,370565755.9,15757,34,64490,818.6424412,TAG,TAG,[M+NH4]+,50,8,0,0,0,0,1,0,0,0,0,0,0,0,C2b,,,,NA,NA,0,1
1917,834,TAG 60:14,C63H94O6,964.7388671,964.7391553,-0.298763809,1107.782094,964.7391385,964.7392184,1105.475656,1109.257852,5,123943142.2,111313325.8,163061314.5,163324772.3,79756802.78,20645,34,70020,946.7050415,TAG,TAG,[M+NH4]+,60,14,0,0,0,0,1,0,0,0,0,0,0,0,C2b,,,,NA,NA,0,1
294,835,TAG 64:17,C67H96O6,1014.754517,1014.754867,-0.345189098,1105.475656,1014.754844,1014.754962,1104.784933,1105.562116,3,75524435.73,104516725.1,208469004.5,197533180.9,60348820.2,21936,34,72400,996.7206916,TAG,TAG,[M+NH4]+,64,17,0,0,0,0,1,0,0,0,0,0,0,0,C2b,,,,NA,NA,0,1
569,836,TAG 53:10,C56H88O6,874.6919168,874.6925506,-0.724560314,1109.746258,874.6923399,874.6926039,1108.208934,1112.26848,5,35482076.82,57278742.68,77133771.44,88020718.61,54767029.77,17179,34,66065,856.6580912,TAG,TAG,[M+NH4]+,53,10,0,0,0,1,0,0,0,0,0,0,0,0,C2a,,,,NA,NA,0,1
924,837,TAG 66:18,C69H98O6,1040.770167,1040.770759,-0.568234829,1109.939848,1040.770621,1040.770839,1109.257852,1112.26848,5,25182215.47,73736240.52,124552012.9,114363070.2,25477257.99,22450,34,73590,1022.736342,TAG,TAG,[M+NH4]+,66,18,0,0,0,0,1,0,0,0,0,0,0,0,C2b,,,,NA,NA,0,1
1157,838,TAG 43:4,C46H80O6,746.6293165,746.6298807,-0.755679291,1108.733393,746.6297311,746.6304464,1105.475656,1109.746258,4,2672794.559,3163972.583,4332704.335,5452031.55,2466346.181,12242,34,61305,728.5954909,TAG,TAG,[M+NH4]+,43,4,0,1,0,0,0,0,0,1,0,0,0,0,C1; C3r,"219, 838",,,NA,NA,0,1
2,839,DGTS_DGTA 40:2,C50H93N1O7,820.7024815,820.7024773,0.005149725,1108.713874,820.702217,820.7027376,1107.017841,1110.409908,2,516096.0894,563535.4603,2317851.512,1888835.762,2042627.345,15131,34,17076,819.6952051,IP_DAG,DGTS_DGTA,[M+H]+,40,2,0,1,0,0,0,0,1,0,0,0,0,0,C1; C3f,,"832, 839",,NA,0,0,NA
