"UNC_Marchetti_diatom_cultures_IP-DAG_pmol_total_man_ann.csv, exported from first sheet of UNC_Marchetti_diatom_cultures_IP-DAG_pmol_totals.xlsx after manual curation was performed on the Marchetti diatom culture data",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Results are in rm.flag_manual and complement the automatic removal flag annotations in rm.flag_auto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
This file was generated for re-importation back into R at approx. line 1482 in PAL1314_PAL1516_environmental_samples.R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ms2_conf,ms2_present,neg_mode.conf,rm.flag_auto,rm.flag_manual,match_ID,compound_name,elem_formula,LOBdbase_mz,peakgroup_mz,LOBdbase_ppm_match,peakgroup_rt,peakgroup_mzmin,peakgroup_mzmax,peakgroup_rtmin,peakgroup_rtmax,cultures,QC,Marchetti_diatom_culture_extract_A_act_1_QE002909,Marchetti_diatom_culture_extract_A_act_2_QE002910,Marchetti_diatom_culture_extract_Ch_sp_DNA_QE002911,Marchetti_diatom_culture_extract_F_cyl_1_QE002907,Marchetti_diatom_culture_extract_F_cyl_1_QE002908,Marchetti_diatom_culture_extract_Thalass_1_QE002905,Marchetti_diatom_culture_extract_Thalass_2_QE002906,QC_QE002903,QC_QE002915,xcms_peakgroup,CAMERA_pseudospectrum,LOBdbase_frag_ID,LOBdbase_exact_parent_neutral_mass,lipid_class,species,major_adduct,FA_total_no_C,FA_total_no_DB,degree_oxidation,C1,C1x,C2a,C2b,C3c,C3f,C3r,C4,C5,C6a,C6b,casecodes,iso_C3r.match_ID,iso_C3f.match_ID,iso_C3c.match_ID
2247,NA,0,0,NA,1,3278,PC 43:1,C51H100N1O8P1,886.7259329,886.7251496,0.883439666,1032.557973,886.7248076,886.7253979,1031.76999,1033.992717,4,0,0.172396763,0.131665569,0,0,0,0.409096843,0.36714068,0,0,16970,2079,39002,885.7186565,IP_DAG,PC,[M+H]+,43,1,0,1,0,0,0,0,1,0,0,0,0,0,C1; C3f,,"3277, 3278",
169731,NA,0,0,NA,1,4351,MGDG 42:1,C51H96O10,886.7341756,886.7342691,-0.105419354,1209.656405,886.7340008,886.7345374,1209.639593,1209.673218,2,0,0,0,0,0,0,3.798979235,3.416952467,0,0,16973,6930,55055,868.70035,IP_DAG,MGDG,[M+NH4]+,42,1,0,1,0,0,0,0,1,0,0,0,0,0,C1; C3f,,"4349, 4350, 4351, 4352",
1161,NA,0,0,1,,246,DGTS_DGTA 45:4,C55H99N1O7,886.7494318,886.7497121,-0.31608341,1143.919427,886.7481123,886.7502585,1135.416235,1149.483122,6,0,0.318496949,0.317826406,0.105221939,0.082131654,0.204520335,9.474082565,6.873851708,0,0,16974,12,18501,885.7421553,IP_DAG,DGTS_DGTA,[M+H]+,45,4,0,1,0,0,0,0,1,0,0,0,0,0,C1; C3f,,"226, 246",
1793,NA,0,0,NA,1,3120,DGDG 31:4,C46H78O15,888.567898,888.567593,0.343309814,1187.473793,888.5674891,888.5676968,1187.307094,1187.640493,2,0,0,1.98711501,0,9.048588746,16.530352,0,0,0,0,17059,1423,8402,870.5340724,IP_DAG,DGDG,[M+NH4]+,31,4,0,1,0,0,0,0,0,0,0,0,0,0,C1,,,
12599,NA,0,0,NA,1,5829,SQDG 38:4,C47H82O12S1,888.586525,888.5861678,0.401996923,1011.67846,888.5856572,888.5913112,1011.564985,1020.103697,3,0,0,0,35.20641224,0,0,2.337056052,2.340690086,0,0,17062,12995,46869,870.5526994,IP_DAG,SQDG,[M+NH4]+,38,4,0,1,0,0,0,0,0,0,0,0,0,0,C1,,,
11700,NA,0,0,NA,1,4354,MGDG 42:0,C51H98O10,888.7498257,888.749198,0.70623387,1248.828432,888.7491872,888.7492847,1247.209074,1256.695105,3,0,0,0,0,0.019340667,0.136240833,4.836786602,3.888394253,0,0,17084,6937,55030,870.7160001,IP_DAG,MGDG,[M+NH4]+,42,0,0,1,0,0,0,0,1,0,0,0,0,0,C1; C3f,,"4354, 4355",
12082,NA,0,0,1,,4953,DGTS_DGTA 45:3,C55H101N1O7,888.7650819,888.7652435,-0.181836959,1159.775997,888.7651926,888.7654202,1158.652686,1162.259099,3,0,0.027227652,0.011412441,0,0.010623745,0.066485483,1.423168798,1.131993566,0,0,17085,9122,18476,887.7578054,IP_DAG,DGTS_DGTA,[M+H]+,45,3,0,1,0,0,0,0,1,0,0,0,0,0,C1; C3f,,"4953, 4954",
795,NA,0,1,NA,0,2825,DGDG 31:3,C46H80O15,890.5835481,890.5850644,-1.702622063,1020.103697,890.5806434,890.5878271,1016.104031,1022.911172,3,0,2.048744517,0.362916374,40.38672099,0,0,4.9145641,4.974725158,0,0,17166,131,8377,872.5497225,IP_DAG,DGDG,[M+NH4]+,31,3,0,1,0,0,0,0,0,0,0,0,0,0,C1,,,
658,NA,0,0,NA,1,1452,SQDG 38:3,C47H84O12S1,890.6021751,890.6000859,2.345790993,896.7502396,890.5986598,890.6005265,893.6900652,897.0715948,7,0,1.056784223,2.245350746,14.34862507,1.015695902,4.288877426,1.285643474,0.879656125,0,0,17167,52,46839,872.5683495,IP_DAG,SQDG,[M+NH4]+,38,3,0,0,0,1,0,1,0,0,0,0,0,0,C2a; C3c,,,"1452, 1469, 1470"
17181,NA,0,0,NA,1,4357,PG 43:2,C49H93O10P1,890.684462,890.6843561,0.118880409,1308.487594,890.6843447,890.6843676,1306.537294,1310.437895,2,0,0,0,0,0,0,1.854613874,0.796902899,0,0,17181,6942,32049,872.6506364,IP_DAG,PG,[M+NH4]+,43,2,0,1,0,0,0,0,1,0,0,0,0,0,C1; C3f,,"4356, 4357, 4358",
12188,NA,0,0,NA,1,5104,MGDG 44:12,C53H78O10,892.5933249,892.594714,-1.556241747,753.8324736,892.5942979,892.5951301,751.0028689,756.6620782,2,0,0,0,0,0,0,0.249156764,0.264003782,0,0,17274,9770,55855,874.5594993,IP_DAG,MGDG,[M+NH4]+,44,12,0,1,0,0,0,0,0,0,0,0,0,0,C1,,,
12233,NA,0,0,NA,1,5172,DGDG 31:2,C46H82O15,892.5991982,892.598938,0.291444042,822.3711368,892.5988903,892.6122245,821.9316532,823.2375573,3,0,0,0,1.604263184,5.968587327,17.09109305,0,2.344578135,0,0,17277,10086,8352,874.5653726,IP_DAG,DGDG,[M+NH4]+,31,2,0,1,0,0,0,0,0,0,0,0,0,0,C1,,,
8918,NA,0,1,NA,1,2631,SQDG 38:2,C47H86O12S1,892.6178252,892.6175797,0.275000567,968.9754909,892.6173093,892.6176541,968.4828402,969.6994392,4,0,3.108064539,2.725274843,0,2.288726113,8.115554686,1.645588209,1.5752221,0,0,17276,96,46809,874.5839996,IP_DAG,SQDG,[M+NH4]+,38,2,0,1,0,0,0,0,0,1,0,0,0,0,C1; C3r,"2631, 3360, 5030",,
12146,0,1,1,NA,0,5030,SQDG 38:2,C47H86O12S1,892.6178252,892.6175096,0.353492934,951.3776025,892.617501,892.6175183,951.3324744,951.4227306,2,0,1.055425017,1.844323023,0,32.35734127,108.6639808,0.565281361,0.229417778,0,0,17278,9473,46809,874.5839996,IP_DAG,SQDG,[M+NH4]+,38,2,0,1,0,0,0,0,0,1,0,0,0,0,C1; C3r,"2631, 3360, 5030",,
11703,NA,0,0,1,,4360,DGTS_DGTA 45:1,C55H105N1O7,892.796382,892.7949009,1.658911699,1230.577287,892.7948609,892.794941,1229.332126,1231.822448,2,0,0.004909968,0.004887796,0.242703494,0,0,0.326774838,0.431530629,0,49191.48445,17294,6950,18426,891.7891056,IP_DAG,DGTS_DGTA,[M+H]+,45,1,0,1,0,0,0,0,1,0,0,0,0,0,C1; C3f,,"4360, 4361",
1539,NA,0,0,NA,1,2928,SQDG 39:8,C48H76O12S1,894.5395748,894.5374477,2.377801503,600.0761197,894.5371124,894.537783,599.5269967,600.6252427,2,0,0,0,3.763553361,0.773027101,4.085087566,2.831723104,0,0,0,17369,574,47319,876.5057492,IP_DAG,SQDG,[M+NH4]+,39,8,0,1,0,0,0,0,0,0,0,0,0,0,C1,,,
12055,NA,0,0,NA,1,4914,DGDG 31:1,C46H84O15,894.6148483,894.6140749,0.864506106,885.5471197,894.6140447,894.614105,885.3742685,885.7199709,2,0,0,0,3.457710753,9.308857818,30.62184206,3.321043689,2.490097547,0,0,17377,8804,8327,876.5810227,IP_DAG,DGDG,[M+NH4]+,31,1,0,1,0,0,0,0,0,0,0,0,0,0,C1,,,
1366,0,2,0,NA,1,2652,SQDG 38:1,C47H88O12S1,894.6334752,894.6329039,0.638600014,1005.505215,894.6326717,894.6331362,1005.488183,1005.522247,2,0,0,0,0,189.3118021,572.2181576,0,0,0,0,17379,102,46779,876.5996497,IP_DAG,SQDG,[M+NH4]+,38,1,0,0,0,1,0,0,0,0,0,0,0,0,C2a,,,
360,NA,0,1,NA,0,20,DGDG 32:7,C47H74O15,896.5365979,896.5367056,-0.120145486,616.6957163,896.5362829,896.539358,612.7915491,617.7162708,6,0,73.61901116,78.79205528,27.22318364,6.504667778,21.99485773,33.26187671,24.81426786,0,0,17459,3,8677,878.5027723,IP_DAG,DGDG,[M+NH4]+,32,7,0,0,0,1,0,0,0,1,0,0,0,0,C2a; C3r,"20, 3321",,
1958,NA,0,0,NA,1,3321,DGDG 32:7,C47H74O15,896.5365979,896.5343618,2.49408489,736.8837059,896.5342125,896.5345111,736.2681256,737.4992862,2,0,1.590886108,0,0,0,0,201.4908929,118.6684964,0,0,17460,2259,8677,878.5027723,IP_DAG,DGDG,[M+NH4]+,32,7,0,1,0,0,0,0,0,1,0,0,0,0,C1; C3r,"20, 3321",,
17469,NA,0,1,NA,0,3570,MGDG 44:10,C53H82O10,896.6246251,896.6242364,0.433500513,886.8666442,896.6211292,896.624923,885.7199709,888.6527427,3,0,0,0,0,0,0.118819833,0.547687961,0.562124032,0,0,17469,3364,55805,878.5907995,IP_DAG,MGDG,[M+NH4]+,44,10,0,1,0,0,0,1,1,0,0,0,0,0,C1; C3c; C3f,,"3570, 3571","3569, 3570, 3571"
11098,NA,0,0,NA,1,3520,DGDG 31:0,C46H86O15,896.6304983,896.6298231,0.753067581,1018.386803,896.6295296,896.6301166,1018.378571,1018.395035,2,0,0,0,0,0,0,28.18179569,24.90386082,0,0,17470,3124,8302,878.5966727,IP_DAG,DGDG,[M+NH4]+,31,0,0,1,0,0,0,0,0,0,0,0,0,0,C1,,,
2375,NA,0,0,NA,1,3833,PG 44:6,C50H87O10P1,896.6375118,896.6374087,0.115008528,1084.340882,896.6343581,896.6404592,1080.706486,1087.975279,2,0,0,0,246.659199,0,0,0.370062089,1.502612105,0,0,17474,4394,32439,878.6036862,IP_DAG,PG,[M+NH4]+,44,6,0,1,0,0,0,0,1,0,0,0,0,0,C1; C3f,,"3832, 3833, 3834",
1179,NA,0,1,NA,0,1144,SQDG 38:0,C47H90O12S1,896.6491253,896.6497668,-0.715446331,1042.042574,896.6497131,896.6498205,1040.998438,1043.086711,2,0,0,0,0,26.70227495,75.4911438,0,0,0,0,17473,45,46749,878.6152997,IP_DAG,SQDG,[M+NH4]+,38,0,0,0,0,1,0,0,0,0,0,0,0,0,C2a,,,
225,NA,0,0,NA,1,133,DGDG 32:6,C47H76O15,898.5522479,898.5501506,2.334156255,1001.099431,898.5494766,898.5508958,999.9427463,1001.907217,7,0,53.5898181,52.34741731,948.6179869,104.3533232,319.4564337,488.1935062,355.4650923,0,0,17562,7,8652,880.5184223,IP_DAG,DGDG,[M+NH4]+,32,6,0,1,0,0,0,0,0,1,0,0,0,0,C1; C3r,"133, 2285",,
2126,NA,0,1,NA,0,2285,DGDG 32:6,C47H76O15,898.5522479,898.5519671,0.312493498,652.6429971,898.551507,898.5547683,644.996618,656.3594294,7,0,56.12602695,57.18490638,140.6344726,4.056276187,16.36428497,26.08175561,14.98156931,0,0,17563,80,8652,880.5184223,IP_DAG,DGDG,[M+NH4]+,32,6,0,1,0,0,0,0,0,1,0,0,0,0,C1; C3r,"133, 2285",,
9621,NA,0,0,NA,1,1426,MGDG 43:2,C52H96O10,898.7341756,898.7326815,1.662492654,1105.750311,898.7326001,898.7337,1104.034872,1107.492103,4,0,0.088647332,0.061753774,0.100797704,0.48344188,2.547842873,3.308967558,2.607647306,0,0,17588,51,55380,880.70035,IP_DAG,MGDG,[M+NH4]+,43,2,0,1,0,0,0,0,1,0,0,0,0,0,C1; C3f,,"1424, 1425, 1426, 1427",
134,NA,0,1,NA,0,87,DGDG 32:5,C47H78O15,900.567898,900.5676363,0.290649278,707.1616198,900.5668022,900.5677559,703.5568011,712.344291,5,0,63.37324485,67.66412956,212.3270145,6.293129889,28.36437875,5.98486351,3.661897852,0,0,17661,6,8627,882.5340724,IP_DAG,DGDG,[M+NH4]+,32,5,0,0,0,1,0,0,0,0,0,0,0,0,C2a,,,
17679,NA,0,0,NA,1,4365,PG 44:4,C50H91O10P1,900.6688119,900.6665955,2.460899308,1233.803115,900.666403,900.6667879,1233.630089,1233.976142,2,0,0,0.049936612,0,0.084744267,0,0.683145404,0.671210197,0,59212.56409,17679,6965,32379,882.6349864,IP_DAG,PG,[M+NH4]+,44,4,0,1,0,0,0,0,1,0,0,0,0,0,C1; C3f,,"4364, 4365, 4366",
176931,NA,0,0,NA,1,3086,MGDG 43:1,C52H98O10,900.7498257,900.7486256,1.332389118,1128.383658,900.7483913,900.7488598,1127.465414,1129.301902,2,0,0.018589593,0,0,0,0.27539221,1.679221866,1.559835746,0,0,17693,1248,55355,882.7160001,IP_DAG,MGDG,[M+NH4]+,43,1,0,1,0,0,0,0,1,0,0,0,0,0,C1; C3f,,"3084, 3085, 3086, 3087",
1358,NA,0,1,NA,0,2002,DGDG 32:4,C47H80O15,902.5835481,902.5834906,0.063675425,757.1708963,902.5825493,902.586733,750.0036929,764.7426176,7,0,76.2203541,80.91094816,307.003422,75.11162424,219.9011015,8.823688844,6.237289964,0,0,17777,73,8602,884.5497225,IP_DAG,DGDG,[M+NH4]+,32,4,0,1,0,0,0,0,0,1,0,0,0,0,C1; C3r,"2002, 3572",,
11152,NA,0,0,NA,1,3572,DGDG 32:4,C47H80O15,902.5835481,902.5823866,1.286853626,886.8666442,902.5823845,902.5991533,886.3953365,894.7585425,3,0,0,0,0,0,20.05111749,28.65828937,17.48749526,0,0,17780,3366,8602,884.5497225,IP_DAG,DGDG,[M+NH4]+,32,4,0,1,0,0,0,0,0,1,0,0,0,0,C1; C3r,"2002, 3572",,
3340,NA,0,0,NA,1,4957,MGDG 44:7,C53H88O10,902.6715753,902.6706392,1.037036186,1162.551803,902.6705587,902.6707198,1161.968414,1163.135192,2,0,0,0,0,0.020288565,0.027298795,0.95276956,1.062813578,0,0,17791,9126,55730,884.6377497,IP_DAG,MGDG,[M+NH4]+,44,7,0,1,0,0,0,0,1,1,0,0,0,0,C1; C3f; C3r,"4957, 5811","4955, 4956, 4957, 4958",
3472,NA,0,0,NA,1,5811,MGDG 44:7,C53H88O10,902.6715753,902.6705223,1.16653985,1011.564985,902.6693173,902.6708051,1004.888207,1013.375516,3,0,0,0,0.249883844,0,0,2.852865305,3.348166315,0,0,17790,12967,55730,884.6377497,IP_DAG,MGDG,[M+NH4]+,44,7,0,1,0,0,0,0,1,1,0,0,0,0,C1; C3f; C3r,"4957, 5811","5809, 5810, 5811, 5812",
484,0,2,0,1,,465,PE 47:0,C52H104N1O8P1,902.7572331,902.7593368,-2.330277,1169.042449,902.7591364,902.7595372,1168.351402,1169.733497,2,0,0,0,0,0.022643218,0,121.4415933,95.34728318,0,0,17800,19,25457,901.7499566,IP_DAG,PE,[M+H]+,47,0,0,1,0,0,0,0,1,0,0,0,0,0,C1; C3f,,"465, 466",
481,0,2,0,NA,1,466,PC 44:0,C52H104N1O8P1,902.7572331,902.7593368,-2.330277,1169.042449,902.7591364,902.7595372,1168.351402,1169.733497,2,0,0,0,0,0.016303624,0,87.44066635,68.65217878,0,0,17800,19,39202,901.7499566,IP_DAG,PC,[M+H]+,44,0,0,1,0,0,0,0,1,0,0,0,0,0,C1; C3f,,"465, 466",
6111,NA,0,1,NA,0,989,SQDG 40:10,C49H74O12S1,904.5239247,904.5237252,0.220539218,669.1465466,904.5234909,904.5238204,667.3768754,670.4938169,4,0,0,0,14.99548785,7.261830119,23.29822897,34.6763158,24.21986461,0,0,17868,41,47649,886.4900991,IP_DAG,SQDG,[M+NH4]+,40,10,0,0,0,1,0,0,0,0,0,0,0,0,C2a,,,
1157,NA,0,1,NA,0,924,DGDG 32:3,C47H82O15,904.5991982,904.5989624,0.260656461,800.0779927,904.5986888,904.6002007,797.9725125,807.6604381,6,0,151.0901176,147.2578079,725.3672247,101.7181258,309.6931344,7.37247007,1.720663033,0,0,17880,36,8577,886.5653726,IP_DAG,DGDG,[M+NH4]+,32,3,0,0,0,1,0,0,0,0,0,0,0,0,C2a,,,
782,NA,0,1,NA,0,529,MGDG 44:6,C53H90O10,904.6872254,904.6876123,-0.427652829,1036.234694,904.6860563,904.6876372,1034.270189,1036.422402,3,0,0.009820465,0.060422616,3.970917962,0.040717689,0.213949705,13.81968269,11.11116792,0,0,17893,20,55705,886.6533998,IP_DAG,MGDG,[M+NH4]+,44,6,0,1,0,0,0,0,1,0,0,0,0,0,C1; C3f,,"527, 528, 529, 530",
11280,NA,0,0,1,,3753,DGTS_DGTA 46:2,C56H105N1O7,904.796382,904.7976696,-1.423051956,1125.032743,904.7976616,904.7976776,1124.878843,1125.186644,2,0,0.019624303,0.004999963,0.038894004,0,0,0.277677414,0.185311988,0,0,17907,4194,18676,903.7891056,IP_DAG,DGTS_DGTA,[M+H]+,46,2,0,1,0,0,0,0,1,0,0,0,0,0,C1; C3f,,"3753, 3754",
4514,0,6,1,NA,0,1751,DGDG 32:2,C47H84O15,906.6148483,906.6144289,0.462495813,859.5140822,906.6139928,906.6147159,858.1771818,861.0451645,7,0,1107.934425,1075.844106,437.3210334,1758.649402,5282.104876,33.25875472,20.0273814,0,0,17991,63,8552,888.5810227,IP_DAG,DGDG,[M+NH4]+,32,2,0,0,0,1,0,0,0,0,0,0,0,0,C2a,,,
12635,NA,0,0,NA,1,5884,SQDG 39:2,C48H88O12S1,906.6334752,906.6332166,0.28528251,981.0830354,906.6330506,906.6333826,981.0652817,981.100789,2,0,0,0,0,1.194104581,4.163173619,0,0,0,0,17993,13125,47139,888.5996497,IP_DAG,SQDG,[M+NH4]+,39,2,0,1,0,0,0,0,0,0,0,0,0,0,C1,,,
3287,NA,0,1,NA,0,4573,MGDG 44:5,C53H92O10,906.7028755,906.7036121,-0.81237433,1060.834935,906.7034796,906.7097865,1060.631428,1070.41418,3,0,0.040646713,0.061287922,0,0.098796988,0.025299148,34.52368255,26.42151733,0,0,18000,7777,55680,888.6690499,IP_DAG,MGDG,[M+NH4]+,44,5,0,1,0,0,0,0,1,0,0,0,0,0,C1; C3f,,"4571, 4572, 4573, 4574",
12577,NA,0,0,1,,5786,DGTS_DGTA 47:8,C57H95N1O7,906.7181316,906.71889,-0.836362934,1088.679657,906.7171889,906.7201946,1085.811453,1090.553104,4,0,0.030823798,0.037967027,0.158978496,0.13112099,0.324063893,2.98977874,2.288796271,0,0,17999,12833,19051,905.7108552,IP_DAG,DGTS_DGTA,[M+H]+,47,8,0,1,0,0,0,0,1,0,0,0,0,0,C1; C3f,,"5786, 5787",
1377,NA,0,0,1,,2771,DGTS_DGTA 46:1,C56H107N1O7,906.8120321,906.8128908,-0.946995805,1148.204045,906.8122219,906.8135598,1147.423333,1148.984756,2,0,0,0.006531907,0,0,0,0.831402923,0.586862118,0,0,18009,113,18651,905.8047556,IP_DAG,DGTS_DGTA,[M+H]+,46,1,0,1,0,0,0,0,1,0,0,0,0,0,C1; C3f,,"2771, 2772",
546,NA,0,0,NA,1,434,DGDG 33:8,C48H74O15,908.5365979,908.538417,-2.002282204,827.7763285,908.5381239,908.5387555,826.4719474,828.6844755,5,0,882.4894598,812.8651564,28.38599281,56.21232289,162.0086734,6.136167428,2.555770212,0,0,18098,18,8927,890.5027723,IP_DAG,DGDG,[M+NH4]+,33,8,0,1,0,0,0,1,0,0,0,0,0,0,C1; C3c,,,"434, 435"
12061,NA,0,0,NA,1,4921,SQDG 40:8,C49H78O12S1,908.5552248,908.5529913,2.458337924,917.32971,908.5529385,908.5530441,916.374661,918.284759,2,0,0,0,0,0,0,9.373784931,5.873731273,0,0,18102,8823,47589,890.5213993,IP_DAG,SQDG,[M+NH4]+,40,8,0,1,0,0,0,0,0,0,0,0,0,0,C1,,,
227,NA,0,1,NA,0,2142,DGDG 32:1,C47H86O15,908.6304983,908.6301528,0.380275586,921.3738453,908.6291247,908.6302975,920.6015019,921.9011385,7,0,77.69111478,79.81404005,48.78934584,84.41203345,256.5033194,77.12460813,50.29266342,0,0,18109,78,8527,890.5966727,IP_DAG,DGDG,[M+NH4]+,32,1,0,0,0,1,0,0,0,0,0,0,0,0,C2a,,,
11379,NA,0,1,NA,0,3934,SQDG 39:1,C48H90O12S1,908.6491253,908.649547,-0.464064856,1027.572347,908.6495032,908.6495908,1027.531952,1027.612742,2,0,0.071875041,0,0,17.37340597,58.04513351,0.196006478,0,0,0,18114,4745,47109,890.6152997,IP_DAG,SQDG,[M+NH4]+,39,1,0,1,0,0,0,0,0,1,0,0,0,0,C1; C3r,"3934, 5924",,
12661,NA,0,0,NA,1,5924,SQDG 39:1,C48H90O12S1,908.6491253,908.651208,-2.292076235,423.9636713,908.6511681,908.6514209,423.0336586,427.2755029,4,0,8.351003072,14.73355112,4.078349729,1.936796651,3.120347384,0,0.060609352,14311.17697,29830.35422,18113,13366,47109,890.6152997,IP_DAG,SQDG,[M+NH4]+,39,1,0,1,0,0,0,0,0,1,0,0,0,0,C1; C3r,"3934, 5924",,
592,NA,0,0,NA,1,469,MGDG 44:4,C53H94O10,908.7185256,908.7181192,0.447193527,1169.042449,908.7180027,908.7182357,1168.351402,1169.733497,2,0,0,0,0,0,0,22.05538082,17.71876264,0,0,18125,19,55655,890.6847,IP_DAG,MGDG,[M+NH4]+,44,4,0,1,0,0,0,0,1,1,0,0,0,0,C1; C3f; C3r,"469, 1081","467, 468, 469, 470",
140,NA,0,1,NA,0,1081,MGDG 44:4,C53H94O10,908.7185256,908.7190489,-0.575973659,1083.246334,908.7184695,908.7204926,1081.558998,1083.90644,3,0,0.022755593,0.021130823,0,0.396451562,1.473275031,18.58522173,9.590017523,0,0,18124,44,55655,890.6847,IP_DAG,MGDG,[M+NH4]+,44,4,0,0,0,0,1,0,1,1,0,0,0,0,C2b; C3f; C3r,"469, 1081","1081, 1082, 1125, 1126",
884,NA,0,0,1,,671,DGTS_DGTA 47:7,C57H97N1O7,908.7337817,908.7346818,-0.99051265,1104.766502,908.7335327,908.7356413,1102.738501,1110.67197,6,0,0.05369059,0.062032018,0.386461152,0.019377453,0.129499177,2.10151131,1.549255162,0,0,18126,24,19026,907.7265052,IP_DAG,DGTS_DGTA,[M+H]+,47,7,0,1,0,0,0,0,1,0,0,0,0,0,C1; C3f,,"671, 672",
364,NA,0,0,NA,1,817,DGDG 33:7,C48H76O15,910.5522479,910.5545226,-2.498083789,887.3858176,910.5539124,910.5552394,885.9476066,888.6527427,4,0,431.4600279,418.3622555,0,0.530214479,0,29.31802904,16.71697435,0,0,18234,32,8902,892.5184223,IP_DAG,DGDG,[M+NH4]+,33,7,0,1,0,0,0,1,0,1,0,0,0,0,C1; C3c; C3r,"817, 3107",,"817, 818"
1783,NA,0,0,NA,1,3107,DGDG 33:7,C48H76O15,910.5522479,910.5529082,-0.725167236,1141.578635,910.5528276,910.5529889,1139.916912,1143.240359,2,0,13.38542076,7.524576439,0,0,0.851987631,0,0,0,0,18237,1331,8902,892.5184223,IP_DAG,DGDG,[M+NH4]+,33,7,0,1,0,0,0,0,0,1,0,0,0,0,C1; C3r,"817, 3107",,
2758,NA,0,0,NA,1,5376,SQDG 40:7,C49H80O12S1,910.5708749,910.5687313,2.354183426,674.4600833,910.5596333,910.5695543,674.2426988,676.6108774,3,0,1.007973412,0.9657586,2.312670934,0,0,0,0,0,0,18238,10885,47559,892.5370493,IP_DAG,SQDG,[M+NH4]+,40,7,0,1,0,0,0,1,0,0,0,0,0,0,C1; C3c,,,"5375, 5376"
766,NA,0,0,NA,1,1163,DGDG 32:0,C47H88O15,910.6461484,910.6459298,0.240091175,1038.474684,910.6332644,910.6460944,1036.422402,1047.979033,3,0,0,0,10.08536191,0.650215229,5.929883596,116.1297198,81.87168487,0,0,18248,45,8502,892.6123228,IP_DAG,DGDG,[M+NH4]+,32,0,0,1,0,0,0,0,0,0,0,0,0,0,C1,,,
211,NA,0,0,1,,695,PG 45:6,C51H89O10P1,910.6531619,910.6526526,0.55918053,1196.567998,910.6525174,910.6527878,1196.406631,1196.729364,2,0,0.33826807,0.88292572,0.139619068,0,0.147100709,12.33190085,10.2068142,0,0,18249,26,32829,892.6193363,IP_DAG,PG,[M+NH4]+,45,6,0,1,0,0,0,0,1,0,0,0,0,0,C1; C3f,,"694, 695, 696",
1127,NA,0,0,1,,487,PE 48:3,C53H100N1O8P1,910.7259329,910.7236632,2.492248615,1167.935428,910.7232618,910.7240646,1167.519454,1168.351402,2,0,0,0,0,0,0,0.728381163,0.842073528,0,0,18260,19,25757,909.7186565,IP_DAG,PE,[M+H]+,48,3,0,1,0,0,0,0,1,0,0,0,0,0,C1; C3f,,"487, 488",
1121,NA,0,0,1,,488,PC 45:3,C53H100N1O8P1,910.7259329,910.7236632,2.492248615,1167.935428,910.7232618,910.7240646,1167.519454,1168.351402,2,0,0,0,0,0,0,0.524450746,0.606311795,0,0,18260,19,39602,909.7186565,IP_DAG,PC,[M+H]+,45,3,0,1,0,0,0,0,1,0,0,0,0,0,C1; C3f,,"487, 488",
3924,NA,0,1,NA,0,1953,MGDG 44:3,C53H96O10,910.7341756,910.7346964,-0.571807051,1096.706625,910.7339112,910.7498624,1096.331593,1096.816215,3,0,0.029197642,0.110290357,1.335988129,0.021535377,0.158050425,9.982483866,10.52808268,0,0,18261,71,55630,892.70035,IP_DAG,MGDG,[M+NH4]+,44,3,0,1,0,0,0,0,1,0,0,0,0,0,C1; C3f,,"1951, 1952, 1953, 1954",
394,NA,0,0,1,,1033,DGTS_DGTA 47:6,C57H99N1O7,910.7494318,910.7502247,-0.87060911,1125.195316,910.7443991,910.7515887,1121.793178,1128.86816,6,1,0.117736409,0.087701764,0.141185243,0.070561625,0.175871873,2.570824474,1.916119726,0,619361.3071,18263,42,19001,909.7421553,IP_DAG,DGTS_DGTA,[M+H]+,47,6,0,1,0,0,0,0,1,0,0,0,0,0,C1; C3f,,"1033, 1034",
12296,NA,0,0,NA,1,5302,DGDG 33:6,C48H78O15,912.567898,912.5698472,-2.135946182,944.1884182,912.5697858,912.5699087,944.0382678,944.3385685,2,0,41.05753915,35.18351067,0,0.21225459,0.255630895,0,0.266761432,0,0,18346,10519,8877,894.5340724,IP_DAG,DGDG,[M+NH4]+,33,6,0,1,0,0,0,1,0,0,0,0,0,0,C1; C3c,,,"5302, 5303"
1929,NA,0,0,1,,3280,PE 48:2,C53H102N1O8P1,912.741583,912.7407941,0.864325977,1037.448384,912.740771,912.7408172,1036.234694,1038.662075,2,0,0.004832283,0.006335659,0,0,0,0.398320109,0.270825775,0,0,18371,2088,25732,911.7343066,IP_DAG,PE,[M+H]+,48,2,0,1,0,0,0,0,1,0,0,0,0,0,C1; C3f,,"3280, 3281",
